step,phi,phidot,H,Potential,Kinetic,Era
72,0.5643408759124088,0.000013440480600835313,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
73,0.5643408759124088,0.000013627153908727956,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
74,0.5643408759124088,0.0000138138272166206,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
75,0.5643408759124088,0.000014000500524513242,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
76,0.5643408759124088,0.000014187173832405886,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
77,0.5643408759124088,0.000014373847140298529,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
78,0.5643408759124088,0.000014560520448191172,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
79,0.5643408759124088,0.000014747193756083815,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
80,0.5643408759124088,0.000014933867063976459,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
81,0.5643408759124088,0.000015120540371869102,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
82,0.5643408759124088,0.000015307213679761745,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
83,0.5643408759124088,0.00001549388698765439,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
84,0.5643408759124088,0.00001568056029554703,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
85,0.5643408759124088,0.000015867233603439675,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
86,0.5643408759124088,0.000016053906911332318,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
87,0.5643408759124088,0.00001624058021922496,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
88,0.5643408759124088,0.000016427253527117605,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
89,0.5643408759124088,0.000016613926835010248,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
90,0.5643408759124088,0.00001680060014290289,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
91,0.5643408759124088,0.000016987273450795534,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
92,0.5643408759124088,0.000017173946758688177,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
93,0.5643408759124088,0.00001736062006658082,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
94,0.5643408759124088,0.000017547293374473464,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
95,0.5643408759124088,0.000017733966682366107,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
96,0.5643408759124088,0.00001792063999025875,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
97,0.5643408759124088,0.000018107313298151394,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
98,0.5643408759124088,0.000018293986606044037,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
99,0.5643408759124088,0.00001848065991393668,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
100,0.5643408759124088,0.000018667333221829323,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
101,0.5643408759124088,0.000018854006529721967,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
102,0.5643408759124088,0.00001904067983761461,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
103,0.5643408759124088,0.000019227353145507253,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
104,0.5643408759124088,0.000019414026453399896,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
105,0.5643408759124088,0.00001960069976129254,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
106,0.5643408759124088,0.000019787373069185183,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
107,0.5643408759124088,0.000019974046377077826,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
108,0.5643408759124088,0.00002016071968497047,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
109,0.5643408759124088,0.000020347392992863112,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
110,0.5643408759124088,0.000020534066300755756,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
111,0.5643408759124088,0.0000207207396086484,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
112,0.5643408759124088,0.000020907412916541042,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
113,0.5643408759124088,0.000021094086224433685,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
114,0.5643408759124088,0.00002128075953232633,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
115,0.5643408759124088,0.000021467432840218972,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
116,0.5643408759124088,0.000021654106148111615,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
117,0.5643408759124088,0.000021840779456004258,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
118,0.5643408759124088,0.0000220274527638969,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
119,0.5643408759124088,0.000022214126071789545,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
120,0.5643408759124088,0.000022400799379682188,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
121,0.5643408759124088,0.00002258747268757483,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
122,0.5643408759124088,0.000022774145995467474,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
123,0.5643408759124088,0.000022960819303360118,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
124,0.5643408759124088,0.00002314749261125276,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
125,0.5643408759124088,0.000023334165919145404,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
126,0.5643408759124088,0.000023520839227038047,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
127,0.5643408759124088,0.00002370751253493069,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
128,0.5643408759124088,0.000023894185842823334,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
129,0.5643408759124088,0.000024080859150715977,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
130,0.5643408759124088,0.00002426753245860862,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
131,0.5643408759124088,0.000024454205766501263,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
132,0.5643408759124088,0.000024640879074393907,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
133,0.5643408759124088,0.00002482755238228655,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
134,0.5643408759124088,0.000025014225690179193,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
135,0.5643408759124088,0.000025200898998071836,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
136,0.5643408759124088,0.00002538757230596448,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
137,0.5643408759124088,0.000025574245613857123,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
138,0.5643408759124088,0.000025760918921749766,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
139,0.5643408759124088,0.00002594759222964241,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
140,0.5643408759124088,0.000026134265537535053,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
141,0.5643408759124088,0.000026320938845427696,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
142,0.5643408759124088,0.00002650761215332034,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
143,0.5643408759124088,0.000026694285461212982,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
144,0.5643408759124088,0.000026880958769105625,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
145,0.5643408759124088,0.00002706763207699827,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
146,0.5643408759124088,0.000027254305384890912,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
147,0.5643408759124088,0.000027440978692783555,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
148,0.5643408759124088,0.0000276276520006762,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
149,0.5643408759124088,0.00002781432530856884,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
150,0.5643408759124088,0.000028000998616461485,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
151,0.5643408759124088,0.000028187671924354128,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
152,0.5643408759124088,0.00002837434523224677,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
153,0.5643408759124088,0.000028561018540139415,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
154,0.5643408759124088,0.000028747691848032058,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
155,0.5643408759124088,0.0000289343651559247,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
156,0.5643408759124088,0.000029121038463817344,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
157,0.5643408759124088,0.000029307711771709987,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
158,0.5643408759124088,0.00002949438507960263,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
159,0.5643408759124088,0.000029681058387495274,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
160,0.5643408759124088,0.000029867731695387917,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
161,0.5643408759124088,0.00003005440500328056,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
162,0.5643408759124088,0.000030241078311173204,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
163,0.5643408759124088,0.000030427751619065847,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
164,0.5643408759124088,0.00003061442492695849,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
165,0.5643408759124088,0.00003080109823485113,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
166,0.5643408759124088,0.000030987771542743777,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
167,0.5643408759124088,0.00003117444485063642,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
168,0.5643408759124088,0.00003136111815852906,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
169,0.5643408759124088,0.000031547791466421706,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
170,0.5643408759124088,0.00003173446477431435,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
171,0.5643408759124088,0.00003192113808220699,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
172,0.5643408759124088,0.000032107811390099636,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
173,0.5643408759124088,0.00003229448469799228,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
174,0.5643408759124088,0.00003248115800588492,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
175,0.5643408759124088,0.000032667831313777566,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
176,0.5643408759124088,0.00003285450462167021,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
177,0.5643408759124088,0.00003304117792956285,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
178,0.5643408759124088,0.000033227851237455495,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
179,0.5643408759124088,0.00003341452454534814,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
180,0.5643408759124088,0.00003360119785324078,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
181,0.5643408759124088,0.000033787871161133425,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
182,0.5643408759124088,0.00003397454446902607,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
183,0.5643408759124088,0.00003416121777691871,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
184,0.5643408759124088,0.000034347891084811355,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
185,0.5643408759124088,0.000034534564392704,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
186,0.5643408759124088,0.00003472123770059664,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
187,0.5643408759124088,0.000034907911008489284,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
188,0.5643408759124088,0.00003509458431638193,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
189,0.5643408759124088,0.00003528125762427457,2435000000000000000,105467127301875000000000000000000000000000000000000000000000000000000000000,5316742744057187000000000000000000000,radiation
